Locode,Phrase,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,AvgMsv,Competition,CostPerClick
US NYC,global warming,8100.0,9900.0,4400.0,2900.0,4400.0,5400.0,6600.0,9900.0,12100.0,8100.0,8100.0,8100.0,6600.0,0.164238083,1.7850279999999998
US NYC,glycoproteins,320.0,320.0,260.0,210.0,210.0,480.0,720.0,480.0,480.0,320.0,390.0,390.0,390.0,0.00797342192691,
US NYC,go go,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,22200.0,22200.0,22200.0,18100.0,14800.0,22200.0,18100.0,0.0021397159900229997,3.6834919999999998
US NYC,golf knickers,140.0,110.0,90.0,90.0,110.0,140.0,140.0,110.0,70.0,40.0,30.0,170.0,110.0,1.0,0.9766
US NYC,good bad cholesterol,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18367346899999998,0.043537
US NYC,good whiskey,210.0,170.0,170.0,210.0,170.0,170.0,210.0,320.0,590.0,210.0,210.0,210.0,260.0,0.993815708,4.937734
US NYC,google for business,590.0,590.0,590.0,480.0,590.0,590.0,590.0,480.0,480.0,480.0,480.0,590.0,480.0,0.36635141861622994,10.71795
US NYC,google maps,1220000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1220000.0,1220000.0,1220000.0,1220000.0,1500000.0,0.0,0.030834792000000007,0.462365
US NYC,google trends,22200.0,22200.0,27100.0,22200.0,22200.0,22200.0,27100.0,27100.0,22200.0,27100.0,22200.0,27100.0,22200.0,0.00103155803469,0.50715
US NYC,graco booster seats,320.0,210.0,260.0,260.0,260.0,260.0,210.0,210.0,210.0,260.0,170.0,210.0,260.0,1.0,0.8587300000000001
US NYC,gre vocabulary,320.0,390.0,480.0,590.0,590.0,590.0,590.0,480.0,480.0,480.0,390.0,480.0,480.0,0.25173064820642,1.522367
US NYC,great mall stores,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.047619047619048005,
US NYC,green card,5400.0,6600.0,4400.0,4400.0,5400.0,5400.0,8100.0,6600.0,4400.0,12100.0,8100.0,5400.0,6600.0,0.10113938279174,2.431765
US NYC,green pants,260.0,260.0,170.0,170.0,210.0,260.0,390.0,170.0,260.0,140.0,210.0,320.0,260.0,1.0,1.4832
US NYC,green party,2400.0,1900.0,2900.0,6600.0,5400.0,4400.0,6600.0,12100.0,1300.0,720.0,720.0,590.0,3600.0,0.0027000490000000004,2.08725
US NYC,guess glasses,260.0,210.0,140.0,210.0,210.0,170.0,140.0,170.0,140.0,170.0,170.0,210.0,170.0,1.0,0.523562
US NYC,guinea pigs for sale,390.0,260.0,320.0,320.0,390.0,320.0,260.0,210.0,260.0,320.0,260.0,390.0,320.0,1.0,0.522663
US NYC,guinness,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,8100.0,3600.0,0.141248391,1.436525
US NYC,gumbo recipe,1300.0,1000.0,880.0,720.0,590.0,1000.0,1000.0,1000.0,1300.0,1300.0,1300.0,1300.0,1000.0,0.030805944245580003,0.11622
US NYC,hair color,5400.0,5400.0,4400.0,5400.0,5400.0,5400.0,5400.0,4400.0,5400.0,5400.0,4400.0,5400.0,5400.0,0.40825348,2.7668600000000003
US NYC,hair colour,70.0,70.0,90.0,70.0,90.0,70.0,70.0,70.0,70.0,90.0,90.0,90.0,70.0,0.632423756,2.3612740000000003
US NYC,halloween couples costumes,10.0,20.0,20.0,90.0,320.0,1300.0,2900.0,50.0,10.0,40.0,40.0,30.0,390.0,0.47448979591837,0.14465
US NYC,halter top dress,260.0,260.0,210.0,210.0,170.0,90.0,70.0,110.0,140.0,170.0,110.0,210.0,170.0,1.0,1.384544
US NYC,hammer drills,1000.0,1000.0,1000.0,880.0,1000.0,1000.0,1000.0,1000.0,880.0,880.0,880.0,880.0,1000.0,0.9989669421487599,0.8883789999999999
US NYC,hamster,9900.0,9900.0,9900.0,9900.0,9900.0,12100.0,12100.0,9900.0,12100.0,12100.0,9900.0,12100.0,9900.0,0.07874964740877499,0.435522
US NYC,harbor,1300.0,1600.0,1300.0,1000.0,1000.0,1300.0,1600.0,1300.0,1000.0,1300.0,1000.0,1300.0,1300.0,0.008113381999999999,0.6697310000000001
US NYC,harbour,320.0,390.0,320.0,320.0,320.0,390.0,320.0,320.0,320.0,320.0,260.0,390.0,320.0,,
US NYC,hard math problems,210.0,170.0,170.0,110.0,140.0,210.0,210.0,210.0,210.0,210.0,170.0,210.0,170.0,0.06896551724137899,1.51585
US NYC,hawaiianairlines,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,12100.0,12100.0,9900.0,9900.0,9900.0,0.17720458143216,0.327284
US NYC,hdmi cord,480.0,480.0,480.0,480.0,590.0,590.0,590.0,480.0,720.0,590.0,390.0,590.0,480.0,0.9957983193277299,0.797545
US NYC,health insurance,8100.0,6600.0,5400.0,6600.0,8100.0,6600.0,8100.0,9900.0,12100.0,9900.0,6600.0,6600.0,8100.0,0.816920148,3.1056060000000003
US NYC,health savings account,1000.0,720.0,720.0,720.0,880.0,880.0,1300.0,2400.0,1300.0,1900.0,1300.0,1900.0,1300.0,0.205671213,3.3839839999999994
US NYC,heather,3600.0,3600.0,2900.0,3600.0,4400.0,5400.0,5400.0,4400.0,3600.0,4400.0,4400.0,5400.0,4400.0,0.01520030915883,1.944425
US NYC,hemingway cats,260.0,210.0,390.0,210.0,260.0,210.0,260.0,170.0,260.0,210.0,210.0,260.0,260.0,0.002304147465437,
US NYC,henrietta lacks,1600.0,2900.0,1300.0,1600.0,5400.0,2900.0,1900.0,1900.0,1600.0,2400.0,6600.0,22200.0,4400.0,0.021012218215777003,1.632365
US NYC,here comes dr tran,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,,
US NYC,high waisted denim short,390.0,590.0,720.0,720.0,590.0,210.0,140.0,110.0,110.0,210.0,260.0,480.0,390.0,1.0,1.024775
US NYC,hiking boots,2900.0,2900.0,2400.0,2400.0,2400.0,2900.0,3600.0,2900.0,2900.0,2900.0,2400.0,2900.0,2900.0,1.0,1.5141049999999998
US NYC,hip hop,5400.0,6600.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,6600.0,5400.0,0.018578556,1.9821259999999998
US NYC,hmo deductible,,,,,,,,,,,,,10.0,,
US NYC,holden commodore,140.0,170.0,140.0,140.0,110.0,140.0,170.0,110.0,140.0,140.0,140.0,170.0,140.0,0.000772201,
US NYC,holes in skin,590.0,480.0,480.0,320.0,320.0,390.0,390.0,390.0,390.0,390.0,320.0,390.0,390.0,0.039703153988868006,
US NYC,home based businesses,320.0,260.0,170.0,260.0,260.0,210.0,260.0,260.0,210.0,260.0,210.0,260.0,260.0,0.49684452094091,1.654062
US NYC,home gym equipment,590.0,590.0,390.0,390.0,390.0,320.0,260.0,390.0,480.0,590.0,390.0,480.0,480.0,1.0,3.097787
US NYC,homemade chocolate chip cookie recipe,50.0,70.0,40.0,50.0,70.0,40.0,50.0,30.0,50.0,30.0,30.0,20.0,40.0,0.08441558441558401,
US NYC,homes for sale in san diego,40.0,40.0,40.0,50.0,30.0,40.0,50.0,40.0,30.0,70.0,40.0,70.0,50.0,0.67605633802817,2.405243
US NYC,honey face masks,320.0,320.0,260.0,260.0,320.0,390.0,390.0,320.0,320.0,390.0,320.0,320.0,320.0,0.35503512880562,2.909879
US NYC,horizon milk,480.0,480.0,390.0,480.0,590.0,590.0,480.0,390.0,390.0,480.0,390.0,590.0,480.0,1.0,0.271109
US NYC,horsetail,390.0,320.0,320.0,260.0,320.0,320.0,320.0,260.0,260.0,260.0,260.0,390.0,320.0,0.45847994370162004,0.705939
US NYC,host gifts,320.0,320.0,480.0,480.0,590.0,320.0,320.0,720.0,880.0,260.0,320.0,390.0,480.0,0.41410488245931,1.2464469999999999
US NYC,hot wheels track,590.0,480.0,720.0,480.0,880.0,880.0,880.0,1600.0,2900.0,880.0,480.0,720.0,880.0,0.9821882951653901,0.4449300000000001
US NYC,hotel chicago,1600.0,2400.0,2400.0,2400.0,2400.0,2900.0,1900.0,1600.0,1000.0,1300.0,2400.0,2400.0,1900.0,0.18708430447388,6.374699
US NYC,how many muslims in america,210.0,210.0,590.0,390.0,210.0,260.0,260.0,720.0,260.0,480.0,390.0,210.0,390.0,0.04,0.015248
US NYC,how much does a lamborghini cost,260.0,260.0,320.0,320.0,390.0,260.0,260.0,210.0,260.0,260.0,210.0,210.0,260.0,0.58023019634394,0.29741100000000004
US NYC,how to change flat tire,20.0,20.0,20.0,10.0,20.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,0.015873016,
US NYC,how to cook turkey breasts,70.0,70.0,40.0,40.0,50.0,70.0,90.0,590.0,140.0,90.0,50.0,70.0,110.0,0.11937377690802001,0.428016
US NYC,how to make a martini,480.0,480.0,480.0,390.0,390.0,390.0,480.0,480.0,590.0,480.0,320.0,480.0,480.0,0.27599611300000004,1.438482
US NYC,how to rotate a video,390.0,480.0,480.0,390.0,390.0,320.0,390.0,390.0,480.0,480.0,390.0,480.0,390.0,0.024714828897337997,1.18047
US NYC,how to sell used car,10.0,20.0,10.0,10.0,20.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,0.7346938780000001,3.39384
US NYC,how to tie windsor knot,110.0,110.0,90.0,70.0,50.0,110.0,110.0,50.0,70.0,50.0,50.0,40.0,70.0,,
US NYC,hp12c,480.0,480.0,590.0,480.0,480.0,590.0,480.0,390.0,320.0,480.0,480.0,390.0,480.0,0.94312796208531,1.0143149999999999
US NYC,hpb,170.0,320.0,260.0,320.0,260.0,260.0,260.0,210.0,210.0,260.0,210.0,260.0,260.0,0.014069264069264,
US NYC,hurricane,6600.0,9900.0,8100.0,8100.0,27100.0,74000.0,110000.0,9900.0,8100.0,8100.0,5400.0,8100.0,22200.0,0.017656934000000003,1.082892
US NYC,hurricanes katrina,4400.0,4400.0,2900.0,2900.0,6600.0,5400.0,12100.0,5400.0,5400.0,2900.0,2900.0,3600.0,4400.0,0.009169213670464,1.038975
US NYC,hyd cylinder,260.0,210.0,170.0,170.0,140.0,170.0,210.0,140.0,140.0,140.0,170.0,210.0,170.0,1.0,1.803187
US NYC,ice trays,320.0,320.0,480.0,390.0,390.0,320.0,320.0,210.0,320.0,260.0,260.0,320.0,320.0,0.99675324675325,0.632962
US NYC,in the heart of the sea,5400.0,3600.0,2400.0,1900.0,5400.0,5400.0,2900.0,1600.0,1900.0,1300.0,1300.0,880.0,2900.0,0.015911035072712,0.436885
US NYC,income,880.0,880.0,720.0,590.0,720.0,880.0,1000.0,880.0,880.0,880.0,1000.0,1300.0,880.0,0.054758045843944995,5.077462000000001
US NYC,index journal,390.0,210.0,170.0,260.0,210.0,210.0,210.0,210.0,320.0,140.0,140.0,110.0,210.0,,
US NYC,indoor antenna,140.0,210.0,140.0,170.0,210.0,210.0,170.0,210.0,170.0,210.0,170.0,170.0,170.0,1.0,0.6909259999999999
US NYC,internet poker,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.17857142899999998,
US NYC,invasiveness,1300.0,1300.0,1000.0,1000.0,1000.0,1300.0,1300.0,1300.0,1000.0,1300.0,1000.0,1600.0,1300.0,0.0022504275812400003,
US NYC,iphone,40500.0,33100.0,33100.0,33100.0,40500.0,90500.0,33100.0,33100.0,33100.0,33100.0,27100.0,40500.0,40500.0,0.7710105290000001,1.279797
US NYC,irs payments online,720.0,260.0,390.0,260.0,320.0,320.0,260.0,210.0,260.0,390.0,260.0,320.0,320.0,0.11666666666667,2.376569
US NYC,is bpa safe,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.089285714,
US NYC,is trees soccer,,10.0,10.0,,,,10.0,10.0,,10.0,,10.0,10.0,,
US NYC,itchy throat,880.0,1000.0,880.0,590.0,590.0,720.0,880.0,720.0,880.0,1000.0,720.0,720.0,880.0,0.051007207540196005,0.744003
US NYC,jackson community college,20.0,20.0,30.0,20.0,30.0,20.0,10.0,20.0,10.0,20.0,10.0,10.0,20.0,0.24761904761905,5.33822
US NYC,jacuzzi,3600.0,3600.0,3600.0,3600.0,3600.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,3600.0,2900.0,0.7415580630386801,1.953238
US NYC,jake long,590.0,590.0,880.0,1000.0,880.0,720.0,2900.0,1000.0,390.0,480.0,1300.0,390.0,880.0,,
US NYC,james joyce,1900.0,2400.0,2900.0,1900.0,1600.0,1900.0,1900.0,1900.0,1600.0,1600.0,1900.0,2400.0,1900.0,0.00110923,
US NYC,jaromir jagr,8100.0,3600.0,1300.0,880.0,880.0,880.0,2900.0,2400.0,5400.0,2900.0,2900.0,2900.0,2900.0,0.005503325000000001,
US NYC,jessica alba,18100.0,18100.0,14800.0,18100.0,22200.0,27100.0,18100.0,14800.0,14800.0,18100.0,14800.0,12100.0,18100.0,0.0034994945174579998,
US NYC,jessie rogers,1600.0,1600.0,1600.0,1600.0,1900.0,1300.0,1600.0,1600.0,1300.0,1900.0,1300.0,1600.0,1600.0,0.0046489104116219995,0.3289
US NYC,john digweed,590.0,210.0,390.0,140.0,140.0,170.0,140.0,260.0,590.0,210.0,110.0,260.0,260.0,0.004535147000000001,
US NYC,john list,260.0,390.0,480.0,590.0,1000.0,880.0,720.0,720.0,720.0,720.0,590.0,590.0,590.0,0.001808318264014,
US NYC,jointer,260.0,260.0,140.0,140.0,210.0,260.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,0.9957264957265,0.6149479999999999
US NYC,julio cesar chavez,1600.0,1600.0,1000.0,880.0,720.0,720.0,590.0,590.0,880.0,1000.0,1000.0,1000.0,1000.0,0.004744806360605001,
US NYC,kate spade bags,5400.0,6600.0,4400.0,5400.0,5400.0,5400.0,6600.0,8100.0,12100.0,5400.0,5400.0,5400.0,6600.0,1.0,1.892665
US NYC,katy perry,27100.0,33100.0,22200.0,49500.0,40500.0,33100.0,27100.0,27100.0,18100.0,22200.0,49500.0,40500.0,33100.0,0.030982749,2.779826
US NYC,katy perry,27100.0,33100.0,22200.0,49500.0,40500.0,33100.0,27100.0,27100.0,18100.0,22200.0,49500.0,40500.0,33100.0,0.030982749,2.779826
US NYC,kbb cars,140.0,70.0,40.0,40.0,390.0,320.0,110.0,70.0,50.0,260.0,320.0,90.0,170.0,0.34920634920635,0.888548
US NYC,keanu reeves,22200.0,22200.0,12100.0,12100.0,14800.0,14800.0,18100.0,14800.0,22200.0,18100.0,40500.0,27100.0,22200.0,0.0028294055717520005,0.014753
US NYC,kid bunk beds,880.0,880.0,720.0,720.0,880.0,880.0,720.0,880.0,720.0,1000.0,1000.0,1000.0,880.0,1.0,1.157262
US NYC,kids eat free coupons,,,,,,,,,,,,,10.0,,
US NYC,kids shoes,1900.0,2400.0,1900.0,1600.0,2400.0,2400.0,1900.0,1900.0,1900.0,1300.0,1600.0,1900.0,1900.0,0.99812788,1.288184
US NYC,kim anderson,140.0,90.0,70.0,70.0,90.0,140.0,90.0,110.0,110.0,110.0,110.0,390.0,140.0,0.003700962250185,
US NYC,kohls gift cards,170.0,210.0,170.0,170.0,170.0,110.0,140.0,320.0,720.0,140.0,140.0,140.0,210.0,0.89235412474849,1.0854
US NYC,la scala,1300.0,1000.0,880.0,880.0,1000.0,880.0,880.0,720.0,880.0,880.0,880.0,880.0,880.0,0.037578288100208995,0.7842819999999999
US NYC,labour party,260.0,480.0,1300.0,590.0,210.0,390.0,210.0,260.0,210.0,320.0,320.0,260.0,390.0,0.000605327,
US NYC,labrador retriever puppies,480.0,480.0,320.0,170.0,390.0,480.0,320.0,90.0,210.0,480.0,480.0,170.0,320.0,0.43397683397683,0.801859
US NYC,lager,880.0,880.0,880.0,880.0,880.0,880.0,880.0,720.0,880.0,720.0,720.0,880.0,880.0,0.021645022000000003,2.503868
US NYC,laperm,110.0,140.0,140.0,90.0,110.0,140.0,110.0,140.0,140.0,140.0,170.0,170.0,140.0,,
US NYC,laundromat near me,9900.0,12100.0,14800.0,18100.0,18100.0,22200.0,18100.0,18100.0,18100.0,18100.0,18100.0,22200.0,18100.0,0.015934465000000002,3.042782
US NYC,lavell crawford,880.0,880.0,720.0,3600.0,1300.0,880.0,1300.0,1000.0,1300.0,1300.0,1000.0,1600.0,1300.0,0.015756302521008,0.16714500000000002
US NYC,lease payment calculator,210.0,210.0,170.0,170.0,210.0,210.0,170.0,140.0,140.0,170.0,140.0,140.0,170.0,0.3238747553816,0.7017399999999999
US NYC,leather miniskirt,170.0,170.0,140.0,210.0,210.0,390.0,590.0,590.0,480.0,320.0,320.0,320.0,320.0,1.0,1.6122489999999998
US NYC,leather repair,320.0,390.0,390.0,320.0,480.0,590.0,480.0,590.0,480.0,480.0,320.0,480.0,480.0,1.0,0.8589789999999999
US NYC,led light bulb,1900.0,1600.0,1300.0,1300.0,1300.0,1600.0,1900.0,1600.0,1600.0,1600.0,1300.0,1600.0,1600.0,0.9993581509999999,1.439634
US NYC,led spot light,320.0,320.0,210.0,260.0,260.0,320.0,390.0,320.0,260.0,320.0,320.0,260.0,320.0,1.0,1.733746
US NYC,lenova,14800.0,14800.0,14800.0,14800.0,18100.0,18100.0,18100.0,27100.0,22200.0,18100.0,14800.0,14800.0,18100.0,0.33631063143531004,0.815174
US NYC,levonorgestrel,1300.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1300.0,1000.0,1300.0,1000.0,1300.0,1000.0,0.041788942364126995,3.839111
US NYC,lewis hamilton net worth,590.0,720.0,480.0,480.0,590.0,590.0,590.0,720.0,480.0,320.0,260.0,390.0,480.0,0.001363791,
US NYC,lg g5 release date,720.0,170.0,110.0,170.0,210.0,210.0,260.0,170.0,170.0,90.0,110.0,110.0,210.0,0.99882903981265,3.3879089999999996
US NYC,lib dem,20.0,50.0,110.0,50.0,20.0,40.0,30.0,20.0,50.0,40.0,40.0,30.0,40.0,,
US NYC,liberals,5400.0,5400.0,4400.0,4400.0,3600.0,5400.0,6600.0,14800.0,6600.0,8100.0,8100.0,8100.0,6600.0,0.0027835629999999997,
US NYC,linoleum,1600.0,1900.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1300.0,1900.0,1600.0,0.20421382304789998,1.044325
US NYC,lion king characters,1000.0,720.0,590.0,590.0,590.0,720.0,720.0,720.0,720.0,720.0,590.0,720.0,720.0,0.004561211457762999,0.098879
US NYC,lisa lopes,1300.0,1300.0,880.0,1300.0,1300.0,880.0,720.0,590.0,880.0,1000.0,880.0,720.0,1000.0,0.004874390701161999,
US NYC,loadcell,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,
US NYC,lombard street,880.0,1300.0,1000.0,880.0,880.0,590.0,720.0,590.0,590.0,720.0,880.0,880.0,880.0,0.001986426088396,
US NYC,long sleeved gowns,590.0,720.0,390.0,320.0,590.0,590.0,590.0,590.0,590.0,880.0,720.0,590.0,590.0,1.0,0.957825
US NYC,lopid,480.0,390.0,390.0,390.0,390.0,390.0,390.0,320.0,320.0,390.0,320.0,390.0,390.0,0.002016806722689,
US NYC,lorry,480.0,590.0,480.0,4400.0,720.0,1000.0,880.0,480.0,1600.0,590.0,590.0,590.0,1000.0,0.010259041,
US NYC,los angeles clippers,12100.0,2400.0,1900.0,4400.0,2900.0,1900.0,4400.0,14800.0,8100.0,6600.0,5400.0,5400.0,5400.0,0.022858139940674004,3.187842
US NYC,loteria new york,9900.0,12100.0,9900.0,12100.0,12100.0,14800.0,14800.0,14800.0,14800.0,14800.0,12100.0,14800.0,12100.0,0.038137904985731004,0.27063400000000004
US NYC,louis vuitton scarf,880.0,880.0,390.0,590.0,720.0,1000.0,2400.0,2400.0,4400.0,3600.0,2400.0,2400.0,1900.0,1.0,0.47739
US NYC,lowes appliances sale,50.0,40.0,30.0,70.0,40.0,70.0,50.0,70.0,30.0,50.0,40.0,40.0,50.0,1.0,2.59615
US NYC,luminous definition,390.0,390.0,260.0,260.0,260.0,390.0,480.0,390.0,210.0,260.0,260.0,320.0,320.0,0.011266336187472002,
US NYC,lyft,27100.0,40500.0,49500.0,40500.0,40500.0,40500.0,40500.0,40500.0,40500.0,49500.0,49500.0,49500.0,40500.0,0.410747236,1.935059
US NYC,m22,480.0,590.0,480.0,480.0,480.0,480.0,590.0,590.0,590.0,480.0,590.0,720.0,590.0,0.011825290864008998,4.886475
US NYC,mac vs pc,320.0,260.0,170.0,260.0,320.0,320.0,320.0,320.0,260.0,210.0,210.0,210.0,260.0,0.01517067,
US NYC,macbeth,9900.0,8100.0,5400.0,4400.0,3600.0,4400.0,5400.0,5400.0,5400.0,5400.0,5400.0,6600.0,5400.0,0.007351815,1.562708
US NYC,magnolia bark,90.0,390.0,210.0,70.0,90.0,70.0,70.0,50.0,70.0,50.0,40.0,70.0,110.0,0.996336996337,0.202125
US NYC,malibu boats,140.0,140.0,210.0,260.0,260.0,170.0,140.0,90.0,90.0,110.0,110.0,110.0,140.0,0.01036866359447,
US NYC,map south america,320.0,260.0,320.0,210.0,390.0,320.0,260.0,260.0,260.0,260.0,260.0,260.0,320.0,0.004870129870129001,
US NYC,margin calls,1900.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1900.0,1900.0,1600.0,2900.0,2900.0,1900.0,0.001454942256979,
US NYC,margot frank,480.0,590.0,390.0,320.0,320.0,260.0,210.0,320.0,390.0,480.0,260.0,390.0,390.0,0.0015037593984960002,
US NYC,marketplace mall,320.0,210.0,90.0,70.0,140.0,260.0,260.0,170.0,260.0,110.0,70.0,170.0,170.0,0.02028740490279,
US NYC,marvel vs capcom 2,480.0,590.0,590.0,590.0,590.0,480.0,480.0,480.0,880.0,590.0,480.0,590.0,590.0,0.6022645145748,0.5702
US NYC,mary kate and ashley olsen,1600.0,4400.0,2400.0,2900.0,2900.0,1600.0,720.0,1900.0,4400.0,1600.0,480.0,880.0,1900.0,0.000314317146,
US NYC,massimo dutti,8100.0,9900.0,9900.0,9900.0,8100.0,12100.0,14800.0,14800.0,12100.0,9900.0,8100.0,9900.0,9900.0,0.16025343419723,0.090626
US NYC,maternity pajama,260.0,320.0,210.0,260.0,210.0,260.0,320.0,480.0,590.0,390.0,390.0,390.0,320.0,1.0,1.6488490000000002
US NYC,maui babe browning lotion,260.0,480.0,590.0,390.0,210.0,90.0,50.0,40.0,10.0,70.0,110.0,210.0,210.0,1.0,0.32181000000000004
US NYC,mbadegree,1000.0,1300.0,1000.0,590.0,590.0,590.0,590.0,480.0,590.0,720.0,480.0,720.0,720.0,0.8604081632653101,62.155062
US NYC,mclaren f1,1600.0,1300.0,1300.0,1900.0,1300.0,1600.0,1300.0,1000.0,1000.0,1300.0,1300.0,1900.0,1300.0,0.024126334000000003,6.098043
US NYC,mcminnville or,70.0,90.0,110.0,110.0,70.0,70.0,50.0,40.0,30.0,20.0,40.0,50.0,70.0,0.031168831168831,
US NYC,meals on wheels,1600.0,1600.0,1600.0,1600.0,1900.0,1900.0,1900.0,1900.0,2400.0,1900.0,1600.0,14800.0,2900.0,0.044375987000000006,1.838339
US NYC,measuring scales,260.0,260.0,170.0,170.0,210.0,260.0,260.0,260.0,320.0,210.0,210.0,260.0,260.0,0.66592551417454,0.610999
US NYC,meat thermometer,390.0,390.0,320.0,320.0,390.0,320.0,390.0,1000.0,880.0,480.0,390.0,320.0,480.0,1.0,0.917326
US NYC,meatloaf recipe,9900.0,6600.0,4400.0,4400.0,5400.0,8100.0,12100.0,9900.0,9900.0,8100.0,8100.0,8100.0,8100.0,0.18256758399999998,0.45501499999999995
US NYC,medicare,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,14800.0,18100.0,14800.0,14800.0,12100.0,14800.0,14800.0,0.554594433,6.461155000000001
US NYC,melaleuca reviews,210.0,140.0,90.0,50.0,90.0,170.0,110.0,70.0,70.0,140.0,110.0,90.0,110.0,0.17593984962405998,0.998048
US NYC,mens overalls,720.0,720.0,720.0,720.0,880.0,720.0,1300.0,480.0,480.0,590.0,720.0,880.0,720.0,1.0,0.6665139999999999
US NYC,mens swim shirt,140.0,170.0,320.0,390.0,260.0,90.0,90.0,50.0,40.0,50.0,110.0,110.0,140.0,1.0,1.530357
US NYC,mercedes sls amg,260.0,210.0,210.0,210.0,210.0,210.0,210.0,170.0,170.0,140.0,170.0,210.0,210.0,0.16526610644257997,1.569988
US NYC,merck stock,720.0,720.0,720.0,720.0,1600.0,880.0,1000.0,1300.0,1300.0,1300.0,1000.0,1000.0,1000.0,0.010652269079235,
US NYC,mesothelioma,2900.0,2400.0,2400.0,2400.0,2400.0,2400.0,2900.0,2900.0,2900.0,3600.0,2900.0,4400.0,2900.0,0.794538795,67.297202
US NYC,messenger bag for women,390.0,320.0,320.0,390.0,590.0,390.0,390.0,390.0,480.0,480.0,390.0,320.0,390.0,1.0,1.11091
US NYC,met opening hours,320.0,590.0,390.0,480.0,390.0,390.0,390.0,320.0,480.0,320.0,260.0,260.0,390.0,0.015584416,
US NYC,metal cabinet,260.0,320.0,320.0,260.0,320.0,390.0,260.0,260.0,320.0,320.0,320.0,320.0,320.0,1.0,5.475408
US NYC,metallic tattoos,320.0,320.0,390.0,320.0,320.0,210.0,170.0,90.0,110.0,140.0,140.0,170.0,210.0,0.89225857940942,0.465811
US NYC,metopera,40500.0,22200.0,18100.0,9900.0,12100.0,27100.0,49500.0,40500.0,49500.0,40500.0,40500.0,40500.0,33100.0,0.28508982955418,1.018753
US NYC,mileageplus shopping,1000.0,1000.0,1000.0,880.0,1000.0,1000.0,1300.0,1600.0,1600.0,1000.0,880.0,880.0,1000.0,0.059302143639492995,12.413131
US NYC,military fare,40.0,40.0,40.0,30.0,30.0,40.0,50.0,50.0,30.0,40.0,20.0,40.0,40.0,0.51428571428571,1.483422
US NYC,milkshake near me,1000.0,880.0,1000.0,1300.0,1000.0,1000.0,880.0,880.0,720.0,1000.0,1000.0,1300.0,1000.0,0.006932773109243001,1.758759
US NYC,min min light,10.0,,10.0,,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
US NYC,mixed martial arts,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,14800.0,14800.0,12100.0,9900.0,9900.0,12100.0,0.044520272,1.680186
US NYC,mlk,2400.0,2400.0,1600.0,1600.0,1000.0,1600.0,1600.0,2400.0,2900.0,18100.0,2900.0,1900.0,3600.0,0.0065452475811040006,
US NYC,mn humane society,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
US NYC,mobile phone reviews,70.0,40.0,40.0,30.0,30.0,20.0,30.0,30.0,10.0,20.0,10.0,20.0,30.0,0.380952381,
US NYC,moby wrap,1000.0,880.0,720.0,720.0,880.0,880.0,880.0,720.0,590.0,880.0,720.0,880.0,880.0,0.99863620866008,0.444954
US NYC,monday night football,390.0,480.0,260.0,720.0,2900.0,49500.0,49500.0,27100.0,27100.0,5400.0,480.0,320.0,12100.0,0.003351487,5.841683
US NYC,monitor,5400.0,5400.0,5400.0,5400.0,5400.0,6600.0,6600.0,6600.0,5400.0,5400.0,5400.0,6600.0,5400.0,0.98880832282472,1.3957030000000001
US NYC,mononucleosis rash,320.0,210.0,260.0,210.0,260.0,210.0,320.0,260.0,320.0,320.0,260.0,390.0,260.0,0.047619047619048005,0.090788
